Abelsonite
Calcio-ancylite - ( Nd )
Calcioaravaipaite
Calciobetafite
Calcioburbankite
Calciocopiapite
Calcioferrite
Calciohilairite
Calciosamarskite
Calciotantite
Calciouranoite
Calciovolborthite
Calcite
Calcium Catapleiite
Calcjarlite
Calclacite
Calcurmolite
Calderite
Caledonite
Calkinsite - ( Ce )
Callaghanite
Calomel
Calumetite
Calzirtite
Camerolaite
Cameronite
Camgasite
Caminite
Campigliaite
Canaphite
Canasite
Canavesite
Cancrinite
Cancrisilite
Canfieldite
Canizzarite
Cannizzarite
Cannonite
Caoxite
Capgaronnite
Capgarronite
Cappelenite - ( Y )
Caracolite
Carboborite
Carbocernaite
Carboirite
Carbonate-cyanotrichite
Carbonate-fluorapatite
Carbonate-hydroxylapatite
Caresite-3t
Carletonite
Carlfriesite
Carlhintzeite
Carlinite
Carlosruizite
Carlosturanite
Carlsbergite
Carmichaelite
Carminite
Carnallite
Carnotite
Carobbiite
Carpholite
Carraraite
Carrboydite
Carrollite
Caryinite
Caryopilite
Cascandite
Cassedanneite
Cassidyite
Cassiterite
Caswellsilverite
Catapleiite
Cattierite
Cavansite
Caysichite - ( Y )
Cebaite - ( Ce )
Cebaite - (Nd)
Cebollite
Cechite
Cejkaite
Celadonite
Celestite
Celsian
Cerianite - ( Ce )
Ceriopyrochlore - ( Ce )
Cerite - ( Ce )
Cernyite
Cerotungstite - ( Ce )
Ceruleite
Cerussite
Cervandonite - ( Ce )
Cervantite
Cervelleite
Cesanite
Cesarolite
Cesbronite
Cesium-kupletskite
Cesium Kupletskite
Cesplumtantite
Cesstibtantite
Cetineite
Chabazite
Chabazite - Ca
Chabazite - K
Chabazite - Na
Chabazite - Sr
Chabourneite
Chaidamuite
Chalcanthite
Chalcoalumite
Chalcocite
Chalcocyanite
Chalcomenite
Chalconatronite
Chalcophanite
Chalcophyllite
Chalcopyrite
Chalcosiderite
Chalcostibite
Chalcothallite
Chambersite
Chameanite
Chamosite
Changbaiite
Changchengite
Changoite
Chantalite
Chaoite
Chapmanite
Charlesite
Charmarite-2h
Charmarite-3t
Charoite
Chatkalite
Chayesite
Chekhovichite
Chelkarite
Chenevixite
Chengdeite
Chenite
Cheralite
Cheralite - ( Ce )
Cheremnykhite
Cherepanovite
Chernikovite
Chernovite - ( Y )
Chernykhite
Chervetite
Chessexite
Chesterite
Chestermanite
Chevkinite
Chevkinite - ( Ce )
Chiavennite
Childrenite
Chiluite
Chilunite
Chiolite
Chkalovite
Chladniite
Chloraluminite
Chlorapatite
Chlorargyrite
Chlorartinite
Chlorellestadite
Chlorite Group
Chloritoid
Chlormagaluminite
Chlormanganokalite
Chlorocalcite
Chloromenite
Chlorophoenicite
Chlorothionite
Chloroxiphite
Choloalite
Chondrodite
Chrisstanleyite
Christelite
Christite
Chromatite
Chrombismite
Chromceladonite
Chromdravite
Chromferide
Chromite
Chromium
Chromphyllite
Chrysoberyl
Chrysocolla
Chrysotile
Chudobaite
Chukhrovite
Chukhrovite - ( Ce )
Chukhrovite - ( Y )
Churchite - ( Y )
Chursinite
Chvaleticeite
Chvilevaite
Cianciulliite
Ciguenza
Cinnabar
Clairite
Claraite
Claringbullite
Clarkeite
Claudetite
Clausthalite
Clearcreekite
Clerite
Cliffordite
Cliftonite
Clinoatacamite
Clinobehoite
Clinobisvanite
Clinocervantite
Clinochalcomenite
Clinochlore
Clinochrysotile
Clinoclase
Clinoenstatite
Clinoferroholmquistite
Clinoferrosilite
Clinohedrite
Clinoholmquistite
Clinohumite
Clinojimthompsonite
Clinokurchatovite
Clinomimetite
Clinophosinaite
Clinoptilolite
Clinoptilolite - Ca
Clinoptilolite - K
Clinoptilolite - Na
Clinosafflorite
Clinotobermorite
Clinotyrolite
Clinoungemachite
Clinozoisite
Clintonite
Coalingite
Cobaltaustinite
Cobaltite
Cobaltkoritnigite
Cobaltolotharmeyerite
Cobaltomenite
Cobalt Pentlandite
Cobalt-zippeite
Cochromite
Coconinoite
Coeruleolactite
Coesite
Coffinite
Cohenite
Colemanite
Collinsite
Coloradoite
Colquiriite
Columbite
Colusite
Comancheite
Combeite
Comblainite
Compreignacite
Congolite
Conichalcite
Connellite
Consumed
Cookeite
Coombsite
Cooperite
Coparsite
Copiapite
Copper
Coquandite
Coquimbite
Coral
Corderoite
Cordierite
Cordylite - ( Ce )
Corkite
Cornetite
Cornubite
Cornwallite
Coronadite
Corrensite
Corundum
Corvusite
Cosalite
Coskrenite - ( Ce )
Costibite
Cotunnite
Coulsonite
Cousinite
Covellite
Cowlesite
Coyoteite
Crandallite
Crawfordite
Creaseyite
Crednerite
Creedite
Crerarite
Crichtonite
Criddleite
Cristobalite
Crocoite
Cronstedtite
Cronstedtite-1m
Crookesite
Crossite
Cryolite
Cryolithionite
Cryptohalite
Cryptomelane
Csikolavaite
Cualstibite
Cubanite
Cumengite
Cummingtonite
Cupalite
Cuprite
Cuprobismutite
Cuprocopiapite
Cuproiridsite
Cupropavonite
Cuprorhodsite
Cuprorivaite
Cuprosklodowskite
Cuprospinel
Cuprostibite
Cuprotungstite
Curetonite
Curienite
Curite
Cuspidine
Cuzticite
Cyanochroite
Cyanophillite
Cyanophyllite
Cyanotrichite
Cylindrite
Cymrite
Cyrilovite
Dachiardite
Dachiardite - Ca
Dachiardite - Na
Dadsonite
Dalyite
Damaraite
Damiaoite
Danalite
Danbaite
Danburite
Danielsite
Dannemorite
D'ansite
Daomanite
Daqingshanite - ( Ce )
Darapiosite
Darapskite
Dashkovaite
Datolite
Daubreeite
Daubreelite
Davanite
Davidite
Davidite - ( Ce )
Davidite - ( La )
Davreuxite
Davyne
Dawsonite
Deaccessioned
Deanesmithite
Decrespignyite - ( Y )
Deerite
Defernite
Delafossite
Delhayelite
Deliensite
Delindeite
Dellaite
Deloneite - ( Ce )
Deloryite
Delrioite
Delvauxite
Demesmaekerite
Denisovite
Denningite
Derbylite
Derriksite
Dervillite
Desautelsite
Descloizite
Despujolsite
Dessauite
Devilline
Dewindtite
Diaboleite
Diadochite
Diamond
Diaoyudaoite
Diaphorite
Diaspore
Dickinsonite
Dickite
Dickthomssenite
Dienerite
Dietrichite
Dietzeite
Digenite
Dimorphite
Diomignite
Diopside
Dioptase
Dissakisite - ( Ce )
Dittmarite
Dixenite
Djerfisherite
Djurleite
Dmisteinbergite
Dolerophanite
Dollaseite - ( Ce )
Dolomite
Doloresite
Domeykite
Donbassite
Donharrisite
Donnayite - ( Y )
Donpeacorite
Dorallcharite
Dorfmanite
Dorrite
Douglasite
Downeyite
Doyleite
Dozyite
Dravite
Dresserite
Dreyerite
Drugmanite
Drysdallite
Dufrenite
Dufrenoysite
Duftite
Dugganite
Duhamelite
Dukeite
Dumontite
Dumortierite
Dundasite
Durangite
Duranusite
Dusmatovite
Dussertite
Duttonite
Dwornikite
Dypingite
Dyscrasite
Dzhalindite
Dzharkenite
Eakerite
Earlandite
Earlshannonite
Eastonite
Ecandrewsite
Ecdemite
Eckermannite
Eclarite
Edenharterite
Edenite
Edgarbaileyite
Edgarite
Edingtonite
Edoylerite
Effenbergerite
Efremovite
Eggletonite
Eglestonite
Ehrleite
Eifelite
Eitelite
Ekanite
Ekaterinite
Ekatite
Elbaite
Electrum
Ellenbergerite
Ellestadite Series
Ellisite
Elpasolite
Elpidite
Elyite
Embreyite
Emeleusite
Emmonsite
Emplectite
Empressite
Enargite
Endellite
Englishite
Enstatite
Eosphorite
Ephesite
Epididymite
Epidote
Epistilbite
Epistolite
Epsomite
Ercitite
Erdite
Ericaite
Ericssonite
Eriochalcite
Erionite
Erionite - Ca
Erionite - K
Erionite - Na
Erlianite
Erlichmanite
Ernienickelite
Erniggliite
Ernigglite
Ernstite
Ershovite
Ertixiite
Erythrite
Erythrosiderite
Eskebornite
Eskimoite
Eskolaite
Esperanzaite
Esperite
Esseneite
Ettringite
Eucairite
Euchlorine
Euchroite
Euclase
Eucryptite
Eudialyte
Eudidymite
Eugenite
Eugsterite
Eulytite
Euxenite - ( Y )
Evansite
Eveite
Evenkite
Ewaldite
Eylettersite
Ezcurrite
Eztlite
Fabianite
Faheyite
Fahleite
Fairbankite
Fairchildite
Fairfieldite
Falcondoite
Falkmanite
Famatinite
Fangite
Farringtonite
Faujasite
Faujasite - Ca
Faujasite - Mg
Faujasite - Na
Faustite
Fayalite
Fedorite
Fedorovskite
Fedotovite
Feinglosite
Feitknechtite
Feldspar Group
Felsobanyaite
Fenaksite
Ferberite
Ferchromide
Ferdisilicite
Fergusonite
Fergusonite-beta
Fergusonite-beta - ( Ce )
Fergusonite-beta - ( Nd )
Fergusonite-beta - ( Y )
Fergusonite - ( Ce )
Fergusonite - ( Nd )
Fergusonite - ( Y )
Fermorite
Fernandinite
Feroxyhyte
Ferrarisite
Ferri-annite
Ferri-barroisite
Ferri-clinoholmquistite
Ferricopiapite
Ferrierite
Ferrierite - K
Ferrierite - Mg
Ferrierite - Na
Ferrihydrite
Ferrikatophorite
Ferrilotharmeyerite
Ferrimolybdite
Ferrinatrite
Ferripedrdizite
Ferripyrophyllite
Ferrisicklerite
Ferristrunzite
Ferrisurite
Ferrisymplesite
Ferritungstite
Ferro-actinolite
Ferro-alluaudite
Ferroaluminoceladonite
Ferro-aluminoceladonite
Ferro-anthophyllite
Ferro-axinite
Ferrobarroisite
Ferrobustamite
Ferrocarpholite
Ferroceladonite
Ferrocolumbite
Ferro-eckermannite
Ferro-edenite
Ferrogedrite
Ferroglaucophane
Ferrohexahydrite
Ferroholmquistite
Ferrohornblende
Ferrokaersutite
Ferrokesterite
Ferrokinoshitalite
Ferronickelplatinum
Ferronordite - ( Ce )
Ferropargasite
Ferropyrosmalite
Ferrorhodsite
Ferrorichterite
Ferroselite
Ferrosilite
Ferrostrunzite
Ferrotantalite
Ferrotapiolite
Ferrotitanowodginite
Ferrotschermakite
Ferrotychite
Ferrowinchite
Ferrowodginite
Ferrowyllieite
Ferruccite
ferruvite
Fersilicite
Fersmanite
Fersmite
Feruvite
Fervanite
Fetiasite
Fettelite
Fianelite
Fibroferrite
Fichtelite
Fiedlerite
Fiedlerite-2m
Filipstadite
Fillowite
Fingerite
Finnemanite
Fischesserite
Fizelyite
F-K-magnesio-arfvedsonite
Flagstaffite
Fleischerite
Fletcherite
Flinkite
Florencite
Florencite - ( Ce )
Florencite - ( La )
Florencite - ( Nd )
Florenskyite
Florensovite
Fluckite
Fluellite
Fluoborite
Fluocerite
Fluocerite - ( Ce )
Fluocerite - ( La )
Fluorannite
Fluorapatite
Fluorapophyllite
Fluorbritholite - ( Ce )
Fluor-cannilloite
Fluorcaphite
Fluorellestadite
Fluor-ferro-leakeite
Fluorite
Fluorocannilloite
Fluoro-edenite
Fluoro-ferroleakeite
Fluoro-magnesio-arfvedsonite
Fluororichterite
Fluorrichterite
Fluorthalenite - ( Y )
Foggite
Foitite
Fontanite
Foordite
Formanite - ( Y )
Formicaite
Fornacite
Forsterite
Foshagite
Foshallasite
Fourmarierite
Fraipontite
Francevillite
Franciscanite
Francisite
Franckeite
Francoanellite
Francoisite - ( Nd )
Franconite
Frankamenite
Frankdicksonite
Frankhawthorneite
Franklinfurnaceite
Franklinite
Franklinphilite
Fransoletite
Franzinite
Freboldite
Fredrikssonite
Freedite
Freibergite
Freieslebenite
Fresnoite
Freudenbergite
Freyalite
Friedelite
Friedrichite
Fritzscheite
Frohbergite
Frolovite
Frondelite
Froodite
Fuenzalidaite
Fukalite
Fukuchilite
Fuloppite
Furongite
Furutobeite
Gabrielsonite
Gadolinite
Gadolinite - ( Ce )
Gadolinite - ( Y )
Gagarinite - ( Y )
Gageite
Gageite-1tc
Gageite-2m
Gahnite
Gaidonnayite
Gainesite
Gaitite
Galaxite
Galeite
Galena
Galenobismutite
Galileiite
Galkhaite
Gallite
Gallobeudantite
Gamagarite
Gananite
Ganomalite
Ganophyllite
Gaotaiite
Garavellite
Garnet Group
Garnierite (general Term)
Garrelsite
Garronite
Gartrellite
Garyansellite
Gasparite - ( Ce )
Gaspeite
Gatehouseite
Gatumbaite
Gaudefroyite
Gaultite
Gaylussite
Gearksutite
Gebhardite
Gedrite
Geerite
Geffroyite
Gehlenite
Geigerite
Geikielite
Geminite
Genkinite
Genthelvite
Geocronite
Georgebokiite
Georgechaoite
Georgeericksenite
Georgeite
Georgiadesite
Gerasimovskite
Gerdtremmelite
Gerenite - ( Y )
Gerhardtite
Germanite
Germanocolusite
Gersdorffite
Gerstleyite
Gerstmannite
Getchellite
Geversite
Gianellaite
Gibbsite
Giessenite
Gilalite
Gillespite
Gillulyite
Gilmarite
Giniite
Ginorite
Giorgiosite
Giraudite
Girdite
Girvasite
Gismondine
Gittinsite
Giuseppettite
Gladite
Gladiusite
Glass
Glauberite
Glaucocerinite
Glaucochroite
Glaucodot
Glauconite
Glaucophane
Glaukosphaerite
Glucine
Glushinskite
Gmelinite
Gmelinite - Ca
Gmelinite - K
Gmelinite - Na
Gobbinsite
Godlevskite
Godovikovite
Goedkenite
Goethite
Gold
Goldamalgam
Goldamalgam - Gamma
Goldfieldite
Goldichite
Goldmanite
Gold ore
Gonnardite
Gonyerite
Goosecreekite
Gorceixite
Gordaite
Gordonite
Gorgeyite
Gormanite
Gortdrumite
Goslarite
Gottardiite
Gottlobite
Gotzenite
Goudeyite
Gowerite
Goyazite
Graemite
Graeserite
Graftonite
Grandidierite
Grandreefite
Grantsite
Graphite
Gratonite
Grattarolaite
Gravegliaite
Grayite
Grechishchevite
Greenalite
Greenockite
Gregoryite
Greifensteinite
Greigite
Griceite
Grimaldiite
Grimselite
Griphite
Grischunite
Grossite
Grossular
Groutite
Grumantite
Grumiplucite
Grunerite
Gruzdevite
Guanajuatite
Guanine
Guarinoite
Gudmundite
Guerinite
Guettardite
Gugiaite
Guildite
Guilleminite
Gummite (general Term)
Gunningite
Gupeiite
Gustavite
Gutsevichite
Guyanaite
Gwihabaite
Gypsum
Gyrolite
Gysinite - ( Nd )
Haapalaite
Hafnon
Hagendorfite
Haggertyite
Haggite
Haidingerite
Haigerachite
Hainite
Haiweeite
Hakite
Halite
Hallimondite
Halloysite
Halotrichite
Halurgite
Hambergite
Hammarite
Hanawaltite
Hancockite
Hanksite
Hannayite
Hannebachite
Haradaite
Hardystonite
Harkerite
Harmotome
Harrisonite
Harstigite
Hashemite
Hastingsite
Hastite
Hatchite
Hatrurite
Hauchecornite
Hauckite
Hauerite
Hausmannite
Hauyne
Hawleyite
Hawthorneite
Haxonite
Haycockite
Haynesite
Heazlewoodite
Hechtsbergite
Hectorfloresite
Hectorite
Hedenbergite
Hedleyite
Hedyphane
Heideite
Heidornite
Heinrichite
Hejtmanite
Heliophyllite
Hellandite
Hellyerite
Helmutwinklerite
Helvite
Hematite
Hematolite
Hematophanite
Hemihedrite
Hemimorphite
Hemloite
Hemusite
Hendersonite
Hendricksite
Heneuite
Henmilite
Hennomartinite
Henritermierite
Henryite
Hentschelite
Hercynite
Herderite
Herschelite
Herzenbergite
Hessite
Hetaerolite
Heterogenite
Heterogenite-2h
Heteromorphite
Heterosite
Heulandite
Heulandite - Ca
Heulandite - K
Heulandite - Na
Heulandite - Sr
Hewettite
Hexaferrum
Hexahydrite
Hexahydroborite
Hexatestibiopanickelite
Heyite
Heyrovskyite
Hibbingite
Hibonite
Hibschite
Hidalgoite
Hieratite
Hilairite
Hilgardite
Hilgardite-1tc
Hilgardite-3tc
Hilgardite-4m
Hillebrandite
Hingganite
Hingganite - ( Ce )
Hingganite - ( Y )
Hingganite - ( Yb )
Hinsdalite
Hiortdahlite
Hisingerite
Hoakansboda
Hocartite
Hochelagaite
Hodgkinsonite
Hodrushite
Hoelite
Hogbomite
Hogtuvaite
Hohmannite
Holdawayite
Holdenite
Hollandite
Hollingworthite
Holmquistite
Holtedahlite
Holtite
Homilite
Honessite
Hongquiite
Hongshiite
Hopeite
Hornblende Series
Hornesite
Horsfordite
Horvathite - ( Y )
Hotsonite
Howardevansite
Howieite
Howlite
Hsianghualite
Huanghoite - ( Ce )
Huangite
Hubeite
Hubnerite
Huemulite
Hugelite
Hulsite
Humberstonite
Humboldtine
Humite
Hummerite
Hunchunite
Hungchaoite
Huntite
Hureaulite
Hurlbutite
Hutchinsonite
Huttonite
Hyalophane
Hyalotekite
Hydroastrophyllite
Hydrobasaluminite
Hydrobiotite
Hydroboracite
Hydrocalumite
Hydrocerussite
Hydrochlorborite
Hydrodelhayelite
Hydrodresserite
Hydroglauberite
Hydrogrossular Series
Hydrohalite
Hydrohetaerolite
Hydrohonessite
Hydromagnesite
Hydrombobomkulite
Hydromolysite
Hydronium Jarosite
Hydrophilite
Hydrophosphate
Hydroromarchite
Hydroscarbroite
Hydrotalcite
Hydrotungstite
Hydrougrandite
Hydrowoodwardite
Hydroxyapophyllite
Hydroxycancrinite
Hydroxylapatite
Hydroxylbastnaesite
Hydroxylbastnaesite - ( Ce )
Hydroxylbastnaesite - ( La )
Hydroxylbastnaesite - ( Nd )
Hydroxylclinohumite
Hydroxylellestadite
Hydroxylherderite
Hydrozincite
Hypercinnabar
Hypersthene
Hyttsjoite
Ianthinite
Ice
Idaite
Idrialite
Iimoriite - ( Y )
Ikaite
ikunolite
Ikunolite
Ilesite
Ilimaussite - ( Ce )
Ilinskite
Illite
Ilmajokite
Ilmenite
Ilmenorutile
Ilsemannite
Iltisite
Ilvaite
Imandrite
Imgreite
Imhofite
Imiterite
Imogolite
Inaglyite
Incaite
Inderborite
Inderite
Indialite
Indigirite
Indite
Indium
Inesite
Ingersonite
Ingodite
Innelite
Insizwaite
Intersilite
Inyoite
Iodargyrite
Iowaite
Iquiqueite
Iranite
Iraqite - ( La )
Irarsite
Irhtemite
Iridarsenite
Iridium
Iridosmine
Iriginite
Iron
Irtyshite
Ishikawaite
Isoclasite
Isocubanite
Isoferroplatinum
Isokite
Isolueshite
Isomertieite
Isovite
Itoigawaite
Itoite
Iwakiite
Ixiolite
Izoklakeite
Jachymovite
Jachymovite
Jacobsite
Jadeite
Jaffeite
Jagoite
Jagowerite
Jahnsite
Jahnsite - ( Ca Mn Fe )
Jahnsite - ( Ca Mn Mg )
Jahnsite - ( Ca Mn Mn )
Jalpaite
Jamborite
Jamesite
Jamesonite
Janggunite
Janhaugite
Jankovicite
Jarlite
Jarosewichite
Jarosite
Jaskolskiite
Jasmundite
Jeanbandyite
Jedwabite
Jeffreyite
Jennite
Jensenite
Jentschite
Jeppeite
Jeremejevite
Jeromite
Jerrygibbsite
Jervisite
Jianshiite
Jianshuiite
Jimboite
Jimthompsonite
Jinshajiangite
Jixianite
Joaquinite - ( Ce )
Joesmithite
Johachidolite
Johannite
Johannsenite
Johillerite
Johnbaumite
Johninnesite
Johnsomervilleite
Johntomaite
Johnwalkite
Jokokuite
Joliotite
Jolliffeite
Jonesite
Jordanite
Jordisite
Jorgensenite
Joseite
Joseite-a
Joseite - A
Joseite-b
Joseite - B
Jouravskite
Juabite
Juanitaite
Juanite
Julgoldite - ( Fe2+ )
Julienite
Jungite
Junitoite
Junoite
Juonniite
Jurbanite
Kaatialaite
Kadyrelite
Kaersutite
Kafehydrocyanite
Kahlerite
Kainite
Kainosite - ( Y )
Kalborsite
Kaliborite
Kalicinite
Kalifersite
Kalininite
Kalinite
Kaliophilite
Kalipyrochlore
Kalistrontite
Kalsilite
Kaluginite
Kamacite
Kamaishilite
Kambaldaite
Kamchatkite
Kamiokite
Kamitugaite
Kamotoite - ( Y )
Kamphaugite - ( Y )
Kanemite
Kankite
Kanoite
Kanonaite
Kaolinite
Kaolinite Group
Kapitsaite-(y)
Karasugite
Karelianite
Karibibite
Karlite
Karnasurtite - ( Ce )
Karpatite
Karpinskite
Kashinite
Kasolite
Kassite
Kastningite
Kastor Claim
Katayamalite
Katoite
Katophorite
Katoptrite
Kawazulite
Kazakhstanite
Kazakovite
Keckite
Kegelite
Kehoeite
Keithconnite
Keiviite
Keiviite - ( Y )
Keiviite - ( Yb )
Keldyshite
Kellyite
Kelyanite
Kemmlitzite
Kempite
Kenhsuite
Kennedyite
Kentbrooksite
Kentrolite
Kenyaite
Kermesite
Kernite
Kerstenite
Kesterite
Kettnerite
Keyite
Keystoneite
K-feldspar
Khademite
Khaidarkanite
Khamrabaevite
Khanneshite
Kharaelakhite
Khatyrkite
